0.009091;110
0.007747;130
0.006662;150
0.005863;170
0.005214;190
0.004823;210
0.004244;230
0.004;250
0.003675;270
0.00338;290
0.003258;310
0.002975;330
0.002812;350
0.002732;370
0.002497;390
0.002436;410
0.002286;430
0.002175;450
0.002125;470
0.002042;490
0.001933;510
0.001925;530
0.001768;550
0.001757;570
0.001751;590
0.001654;610
0.001629;630
0.001574;650
0.001484;670
0.001514;690
0.001354;710
0.001352;730
0.001346;750
0.001257;770
0.001306;790
0.001238;810
0.001154;830
0.00122;850
0.00117;870
0.001097;890
0.001127;910
0.001055;930
0.001056;950
0.000976;970
0.001038;990
0.001044;1010
